adrs,codes
536 SOUTHWEST 2ND AVENUE,120010005001065
2909 NW 21ST TER,120010011003000
3003 NE 19 DR  8,120010004001009
2ND AVENUE   NEWBERRY ROAD,NA
2099 SOUTHEAST 3RD PLACE,120010006003056
11807 FLORIDA 121,120010019082015
1417 NW 6TH PL,120010022071007
2004 NORTHWEST 37 BOULEVARD,120010011002015
13202 14098 FLORIDA 121,120010018023111
4402 NW 20TH DRIVE,120010012031008
229 NW 16TH AVENUE,120010003012003
2 98 SW 1 ST,NA
3514 NW 11TH AVE,120010017021010
8293 NORTHWEST 51ST STREET,120010018131009
6611 NW 38TH TER GAINESVILLE 32653 UNITED STATES,120010018034007
101 SW 1 ST,120010005001059
1940 E UNIVERSITY AVE,120010010004040
1 65 SE DEPOT AVE,NA
1017 SE 2 ST,120010007002017
306 NW 16TH ST,120010010003007
2225 NW 2 AVE,120010010004034
725 SE 2ND AVE,120010005001070
3950 NE STATE RD 24,NA
8620 NW 13TH ST LOT 369,120010018032002
3207 SW 1ST WAY,120010008081003
SW 75TH STREET AND ARCHER RD,120010022192019
1112 NE 4 ST,120010005003012
36 NORTHWEST 27TH TERRACE,120010010002001
4005 NORTHWEST 22ND DRIVE,120010012025013
300 312 NORTHEAST STATE ROAD 24,120010005005030
2021 NW 22ND ST,120010011003010
4520 NW 28TH TERRACE,120010012021005
3619 NORTHWEST 33RD TERRACE,120010012022011
1005 1013 SW 2ND AVE,120010002004020
2601 NW 23RD BLVD,120010012032000
3242 NW 12TH TERRACE,120010003023013
WALDO ROAD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
2803 NE 17 TER,120010004001006
229 NW 16TH AVE,120010003012003
1607 NW 12TH ST,120010003011025
1404 NW 11TH RD,120010010001024
3055 NE 28TH DR,NA
NORTHWEST 53RD AVENUE,NA
1360 W UNIVERSITY AVE,120010010003023
220 NW 15TH AVENUE,120010003012003
NW 1ST PLACE,NA
SOUTHWEST DEPOT AVENUE,NA
820 NW 30TH AVE GAINESVILLE,120010003023041
4025 NW 9TH CT,120010017021033
3018 NE 15TH STREET,120010004004020
1600 NW 34TH ST,120010011002021
724 798 SW 26TH PL,120010008083004
4704 NORTHWEST 36 STREET,120010012011004
1208 SW 1 AVE,120010002005000
3745 SOUTHWEST 3 PLACE,120010016042021
UNIVERSITY OF FLORIDA,NA
720 726 NE 4 ST,120010005005006
SW 13TH ST,NA
OAK PARK VILLAGE MOBILE HOME PARK,NA
726 NW 31ST PL,120010003023021
3300 3320 NORTHWEST 17TH STREET,120010012031040
2204 NORTHWEST 2ND AVENUE,120010010004032
809 SW 8 ST,120010002002032
300 398 NW 4TH PL,120010002001012
1711 NW 32ND PL,120010012031040
1410 NW 7TH ROAD,120010010004001
612 NW 10TH AVE,120010003012058
1106 NW 31ST AVE GAINESVILLE,120010003023016
STATE RD 20 AT FOOTBALL FIELD,NA
814 NE 7TH PLACE,120010005004005
MILLRUN,NA
"1 99 NW 1ST AVE
GAINESVILLE FL 32601
UNITED STATES",NA
1907 NW 14TH AVE,120010010001006
3008 NW 2 AVE,120010010002010
NW 50TH ST,NA
5929 NW 25TH TER,120010018033021
455 NE 5TH ST,120010005005025
1176 NORTHWEST 18 AVENUE,120010003011025
300 398 NW 14TH DR,120010010003014
115 NW 7TH TER,120010002004001
2160 NE 1ST BLVD,120010003011002
816 NW 33RD AVE,120010003023011
1116 NW 32ND AVENUE,120010003023017
301 NW 10TH AVE,120010003012051
929 SE 9TH AVE,120010003012048
10 SE 2ND AVE,120010005001058
NE 1ST ST,NA
220 S MAIN ST,120010005001092
6125 NW 18TH DRIVE,120010019082015
827 NW 3RD AVE,120010002004002
1822 NW 6TH AVENUE,120010010004021
1526 NW 7TH PL,120010010004003
1116 NW 32ND AVE,120010003023017
1177 1269 NE STATE RD 24,NA
705 NW 10TH ST,120010002003001
1324 NW 11TH RD,120010010001024
6216 NW 43 STR,120010018131053
1 19 NW 30 ST,NA
2225 NORTHEAST 8TH STREET,120010004003002
WALDO ROAD GREENWAY,NA
1601 1639 NE 9TH ST,120010004003009
1008 NORTHEAST 7TH PLACE,120010005004003
2199 NORTHWEST 8TH AVENUE,120010022081000
312 NE 2 AVE,120010005005035
5542 NW 81ST AVE,120010018131003
NW 8TH AVE   NW 17TH ST,NA
901 999 NE 5 TERRACE,120010005003038
1101 1111 NORTHWEST 22ND STREET,120010010001005
"3501 SW 34TH ST
GAINESVILLE FL 32608
UNITED STATES",120010015172004
NW 36 TERR,NA
843 SE 12TH STREET,120010003012047
1600 NW 5TH AVE,120010010004019
2589 SW 31ST PL,120010015153000
1200 NW 2ND STREET,120010003012026
NORTHEAST 3RD AVENUE,NA
1218 NW 44TH AVE,120010003022003
SW 33RD AVE,NA
SR 24 W,NA
511 517 NE 4TH AVE,120010005005030
2844 NW 32ND ST,120010011004004
NE 16TH AVE AND N MAIN ST,120010003011002
5301 NE 40TH TERRACE,120010019022004
60 NW 44TH TER,120010016042006
3016 W UNIVERSITY AVE,120010010002009
1938 NW 23RD ST,120010011004025
829 NE 22ND TER,120010006001016
SW 34TH ST   HULL RD,NA
3525 NW 6TH ST,120010003021010
3030 NW 10TH PLACE,120010010005005
111 SW 3RD ST,120010005001062
100 180 NE BLVD,120010005001026
SW 20TH AVE   SW 38TH TERRACE,NA
SW 28 TH TERRACE,NA
2373 SW ARCHER RD,120010015142000
1600 NE 12TH AVE,120010005002000
2904 NORTHEAST 10TH STREET,120010004004010
3300 NW 6TH ST,120010003023011
1325 W UNIVERSITY AVE,120010009022000
2105 NORTHWEST 16TH TERRACE,120010011003028
413 S MAIN ST,120010005001081
3730 SW ARCHER RD,120010015213032
502 NE 9TH ST,120010005004007
600 NE WALDO RD,120010005004000
2913 NW 45TH AVE,120010012021001
2105 NW 3RD PLACE,120010010004044
1045 NE 5TH TERRACE,120010005003016
NE 13TH ST   NE 3RD AVE,NA
211 NE 1ST ST,120010005001017
900 SW 21ST AVE,120010008082003
5200 NE STATE RD 24,NA
NE 15TH ST   NE 19TH PL,NA
527 NE 12TH ST,120010005004002
2930 SW 45 ST,120010022191000
1126 NW 16TH AVE,120010003011025
425 NE BLVD,120010005005026
4958 NW 81ST AVE,120010018131007
331 425 NE STATE RD 24,120010005005026
5805 NW 37TH STREET,120010018034001
2461 2505 SW 35TH PL,120010015161001
4302 NW 25TH TER,120010012021018
WALDO ROAD GREENWAY,NA
2053 NW 34TH AVE GAINESVILLE 32605 UNITED STATES,120010012031045
NE 7TH ST   NE 8TH AVE,NA
1198 NORTHEAST 39TH AVENUE,120010019021008
542 NW 37TH PL,120010003021006
2509 NW 54TH BLVD,120010012023004
2248 NORTHWEST 2ND AVENUE,120010010004032
1205 NE 6 TER,120010005003009
4000 SW 47TH ST,NA
230 SW 3RD AVE,120010002002011
211 NE 1ST ST,120010005001017
21 E UNIVERSITY AVE,120010005001048
413 SE 2ND AVE,120010005001042
218 NW 35TH TERRACE,120010016031027
601 NW 7TH AVE,120010002001004
2490 SW 14TH DR,120010008091023
2803 NE 19TH ST,120010004001001
SOUTHEAST 8 AVENUE,NA
3846 NW 14TH PL,120010017021022
205 NW 14TH AVE,120010003012020
1045 1099 NE 5 TERRACE,120010005003016
1004 NW 34TH ST,120010017021010
1017 1031 NE 12TH AVE,120010005002020
24 NE 1ST AVE,120010005001022
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
2124 2132 NORTHWEST 4TH PLACE,120010010004035
2801 NORTHWEST 12TH PLACE,120010010005005
708 798 NORTHWEST 75TH STREET,120010022071001
220 N MAIN ST,120010005001019
1754 NE 21ST PLACE,120010004002002
928 SW 1ST AVENUE,120010002004012
2811 SW ARCHER RD,120010015142000
725 NW 13TH ST,120010005004000
1128 NW 8TH ST,120010003012039
2201 2207 NW 2ND AVE,120010010004034
906 NW 42ND AVE,120010003022004
1130 NE 16TH AVE,120010004003019
4708 NORTHWEST 37TH WAY,120010012011000
17 101 NW 7 TERRACE,NA
110 NW 39TH AVE 42 B,120010003022005
2195 2223 NE STATE RD 24,NA
NW 5TH AVE AND NW 36 ST,NA
3941  SW 5TH PLACE,120010016042024
708 NW 6TH AVE,120010002001004
3848 NW 32 PL,120010011001011
2105 NORTHWEST 3RD PLACE,120010010004044
3102 NORTHWEST 17TH STREET,NA
1305 NE 6TH TERRACE,120010005003004
NE 9TH STREET,NA
1126 NW 16TH AVE,120010003011025
422 506 NW 3RD AVE,120010002001019
307 SOUTHWEST 40 TERRACE,120010016042018
2356 WEST UNIVERSITY,120010010002001
2274   2378 NE 39 AVE,120010019021024
3600 SOUTHWEST 19TH STREET,120011108001031
NW 22ND ST   NW 8TH AVE,NA
901 NE WALDO RD,120010006001040
1036 1098 NE 1ST AVE,120010005004029
417 C NW 39 RD,120010016031008
1844 1852 NORTHWEST 10TH AVENUE,120010010001016
214 SE 2ND AVE,120010005001045
3424 NW 3 ST,120010003021007
407 NE 7TH ST,120010005004022
120 W UNIVERSITY AVE,120010022172000
1 SE 1ST AVE,120010005001058
3415 NW 10TH AVE,120010017021036
500 NORTHEAST 16TH AVENUE,120010004003006
4029 NW 9TH CT,120010017021033
631 NW 34TH TERRACE,120010016031002
505 SW 27TH ST,120010010002026
2036 NW 31ST PL,120010012031049
3315 NORTHWEST 6TH STREET,120010003021010
2250 NW 21ST AVENUE,120010011003013
3782 SOUTH MAIN STREET,120010008083001
2913 NW 45TH AVE,120010012021001
2036 NW 21ST LN,120010011003008
5200 NE 39TH AVE,120010019022028
1000 NE 16TH AVE,120010004003009
2640 NW 39TH AVE,120010012021010
826 NW 32ND PL,120010003023019
2701 2799 SOUTHWEST 23RD TERRACE,120010015142001
SE 10 PL AND 3RD ST,120010007002017
CASABLANCA EAST APARTMENTS,NA
1125 NW 22ND ST,120010010001010
200 316 NW 22ND ST,120010010004032
NE 8TH AVE AND NE 7TH ST,NA
2211 2221 NW 28TH ST,120010011004014
641 653 NE STATE RD 24,120010005005012
5177 5199 SW 13TH PL,120010016041008
200 EAST UNIVERSITY AVENUE,120010005001023
621 NW 3 ST,120010002001008
934 1000 NE 16TH AVE,120010004003009
"3696 3758 SW 27TH ST
GAINESVILLE FL 32608
UNITED STATES",120010015171007
FW BUCHHOLZ HIGH SCHOOL,NA
NE 10TH AVE   N MAIN ST,NA
290  NW  24  TH ST,120010010002001
601 NORTHEAST 24TH STREET,120010006003017
111 NW 6TH ST,120010005001055
2316 NW 44TH PL,120010012025011
4531 NW NW 45 CT,NA
199 NORTHEAST STATE ROAD 24,120010005005029
假冒UF毕业证书 假冒佛罗里达大学文凭成绩单 假冒美国毕业证 美国文凭假冒 美国学位证 假冒美国成绩单,NA
3713 NW 40 ST,120010011001007
200 218 SW 38TH ST,NA
915 NW 1ST ST,120010003012056
UF HEALTH SCIENCE CENTER,NA
4520 NW 28TH TERRACE,120010012021005
533 SE 6TH PLACE,120010002002030
500 SOUTHEAST 7TH STREET,120010005001102
7012 NW 52ND TERRACE,120010018131020
3427 SOUTHWEST 30TH TERRACE,120010015172000
3035 NW 6TH ST,120010003021006
1052 1498 NW 31ST DR,120010010005005
"GAINESVILLE FL 32608
UNITED STATES",NA
216 SW 3RD AVENUE,120010002002011
5212 NW 8TH AVE,120010016031019
1105 NW 3RD AVENUE,120010002004006
312 SE 13TH AVE,120010007002049
567 SOUTHWEST 40TH TERRACE,120010016041000
4330 NW 27TH TERRACE,120010012021000
706 NW 13TH ST,120010010001028
1228 SW 104 ST,120010022082003
4 E UNIVERSITY AVE,120010005001049
358 SW 42ND ST,120010016042016
2204 NW 2 AVE,120010010004032
3701 3931 NORTHWEST 41 LANE,120010012011016
1422 NE 16TH TERR,120010010001002
4138 NW 47TH PL,120010012011012
528 NW 2ND ST,120010002001009
1936 NW 33RD AVENUE,120010012031046
1202 NW 16TH AVE,120010003011026
4500 NW 24TH BLVD,120010012021015
NW 20TH AVE AND NW 8TH STREET,NA
3703 NW 49TH LN,120010012011004
1118 1156 NORTHWEST 18 AVENUE,120010003011025
3706 SW 2ND PLACE,120010016042001
729 NE 10TH PLACE,120010005003025
704 NE 10 AVE,120010005003026
3406 NW 8TH AVE,120010017021036
1 39 SE 3RD ST,NA
320 398 SE 7TH ST,120010005001069
307 SW 40TH TERRACE,120010016042018
2 SE 2ND AVENUE,120010005001058
NW 35TH AVE,NA
11 W UNIVERSITY AVE,120010005001060
4619 NORTHWEST 20 DRIVE,120010012025000
4329 NW27TH TERRACE,NA
10 SW 23RD DR,120010010002023
901 999 NORTHEAST 7TH STREET,120010005003030
900 NE 9 ST,120010005003032
2017 NE 17TH TER,120010004002011
1407 NW 21ST AVE,120010011003029
3800 SW 34TH ST,120010015191002
1114 NE 6TH STREET,120010003012041
315 NE 8TH ST,120010005004024
786 NW 4TH ST,120010002001002
1633 NE 18 PLACE,120010004002018
3706 NW 24TH PL,120010011002004
2 98 SE 1ST AVE,NA
301 NW 8TH ST,120010002001025
2300 NW 14TH PL,120010010005000
2866 2900 SW 23RD TERRACE,120010010002033
1913 2365 SOUTHWEST 43RD STREET,120010015211000
WALDO ROAD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
1929 NW 12TH RD,120010010001034
108 NW 27TH TER,120010010002001
2905 SW ARCHER ROAD  5025,120010015142000
826 W UNIVERSITY AVE,120010002004009
NORTH FLORIDA REGIONAL HOSPITAL,NA
716 NE 1ST ST,120010005001001
NW 69 TERRACE   NEWBERRY RD,NA
NE 10TH AVENUE AND 7TH STREET,120010005005038
4055 NORTHWEST 34 PLACE,120010011001011
27 SE 9TH ST,120010005001034
3801 SOUTHWEST 6TH PLACE,120010016041000
2913 NE 14TH DR GAINESVILLE FL,120010004004022
1100 NORTHWEST 2ND STREET,120010003012053
531 599 SE 2ND AVE,120010005001042
3633 NORTHWEST 49TH AVENUE,120010012011004
1616 NORTHWEST 19TH CIRCLE,120010011003031
4300 4320 MILLHOPPER RD,NA
1600 NE 12TH AVE,120010005002000
3  NW   24 TH ST,120010010002001
3205 NW 10TH ST,120010003023019
SE 19TH TERR AND SE 15TH AVE,120010007003034
VILLAGE GREEN APARTMENTS,NA
2001 NW 23RD ST,120010011003014
501 515 NE BLVD,120010005005016
1905 NW 42ND PL,120010012031020
2721 SOUTHWEST 2ND AVENUE,120010010002025
2002 2098 SW 43RD ST,120010017022000
452 504 NW 37 PL,120010003021006
1915 NW 5TH AVE,120010010004037
2012 NW 4TH ST,120010003011016
1398 E UNIVERSITY AVE,120010006002028
2321B SW 39TH WAY,120010015211000
3 SE 1ST AVE,120010005001058
816 NE 9TH AVE,120010005003032
204 NORTHWEST 15 AVENUE GAINESVILLE,120010003012003
6326 NORTHWEST 39TH TERRACE,120010018113004
2105 NW 3RD PL,120010010004044
8  NW  24  TH ST,120010010002001
NE 7TH ST AT NE 5TH AVE,NA
1201 NW 16TH AVE,120010003012010
201 SE 2ND AVE,120010005001044
5526 NW 30TH TERRACE,120010018031006
517 SOUTHEAST 2ND PLACE,120010005001068
1910 NW 2 AVE,120010010004039
3766 NW 7TH AVE,120010016031014
1909 NE 7TH TERRACE,120010004003003
NE 12TH AVE,NA
527 NE 12TH ST,120010005004002
"410 NE WALDO RD
GAINESVILLE FL 32641
UNITED STATES",120010005001035
523 599 SOUTHEAST 2ND PLACE,120010005001068
1903 NW 36TH DR,120010011002017
4180 4198 NORTHWEST 28TH LANE,120010011002009
CORNER OF 34TH AND ARCHER,NA
1101 NW 39TH AVE,120010003023000
10 NW 6TH ST,120010002004000
1824 NORTHWEST 10TH AVENUE,120010010001018
3216 FL 222,120010012024011
1630 NW 29TH RD,120010012031053
SW 30TH STREET,NA
4560 CLEAR LAKE DRIVE,120010016041015
839 SE 10TH TERRACE,120010007002004
1608 NORTHWEST 16TH TERRACE,120010011003032
400 BLOCK OF NW 2ND AVENUE,NA
1126 NORTHWEST 16TH AVENUE,120010003011025
100 NE 1ST STREET,120010005001022
306 NE 6TH AVE,120010005005008
101 199 NE 3RD AVE,120010005001017
2300 FLORIDA 20,120010003023046
2220 NW 23RD TERRACE,120010011004022
1 99 SE 2ND ST,NA
1920 NW 8TH AVENUE,120010010001012
1237 SW 2ND AVE,120010002005002
1026 1028 NE 8TH AVE,120010005002036
1255 SOUTHWEST 13TH STREET,120010008061010
2340 SW 32ND PLACE GAINESVILLE FLORIDA,120010015153000
NA,NA
704 SE 4TH AVE,120010005001075
2701 NE 19TH DR,120010004001009
1114 NE 2ND ST,120010003012023
517 SE 2ND PL,120010005001068
W NEWBERRY RD,NA
7022,NA
526 NW 34TH ST GAINESVILLE,120010016031002
2810 NORTHWEST 38TH DRIVE,120010011002005
2334 FL 26,120010010002024
1115 NE 5TH PL,120010005004000
1815 NW 7TH AVENUE,120010010004021
3402 NORTHEAST STATE ROAD 24,NA
3321 NW 28TH AVE,120010011004009
1901 1983 NORTHWEST 9TH STREET,120010003011025
600 NE WALDO RD,120010005004000
998 SE 7TH ST,120010007002008
214 SOUTHEAST 2ND AVENUE,120010005001045
1429 NW 7TH AVENUE,120010010004013
2320 SW 34TH STREET,120010015212012
112 SW 1ST AVE,120010005001061
1803 1815 NW 7TH AVE,120010010004021
3900 4500 NW 24TH BOULEVARD,120010012021015
1233 NORTHWEST 7TH AVENUE,120010002003008
201 NW 28 TERRACE,120010010002002
SOUTHWEST 16TH AVENUE,NA
114 NE 7TH AVE,120010005001000
537 NW 36TH TER,120010016031007
1502 NORTHWEST 16TH TERRACE,120010010001002
2205 NW 1ST AVE,120010010004033
2604 NW 51ST PL,120010012021008
293 359 SW 16TH AVE,120010008082001
201 SOUTHWEST 3RD STREET,120010002002001
225 NORTHEAST 11TH STREET,120010005004030
3406 3498 NW 19TH ST,120010012031041
3 SE 1ST AVE,120010005001058
2728 SW 4TH PL,120010010002026
1900 NW 43RD AVE,120010012031016
NORTHEAST 12TH AVENUE,NA
703 713 NORTHWEST 11TH AVENUE,120010003012058
3952 SOUTHWEST 5TH PLACE,120010016042023
NW 7 AVE AND NW 36 TERRACE,NA
622 NW 3RD AVE,120010002001026
1 99 SE 1ST AVE,NA
3911 NW 23RD TERRACE,120010012025011
1210 NW 51ST TERRACE,120010017022025
3002 NW 29TH ST,120010011004003
2105 NW 7TH PLACE GAINESVILLE FLORIDA 32603,120010010004027
405 SE 4TH AVE,120010005001078
303 NW 8TH AVE  APPROXIMATE LOCATION ,120010022081000
1601 1637 NW 2ND AVE,120010010003027
2340 SW 2ND AVE,120010010002033
"1902 SW 42ND WAY
GAINESVILLE FL 32607
UNITED STATES",120010015211000
4011 NW 65TH AVE,120010018034011
300 312 NE WALDO RD,120010005004018
NW 1ST ST AND UNIV AVENUE,120010005001060
500 NW 2ND AVENUE,120010002001023
3114 3140 OLD ARCHER RD,120010015151013
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
3633 NORTHWEST 49TH AVENUE,120010012011004
701 719 NE 8TH AVE,120010005004006
700 SE 2ND PL,120010005001070
3405 NW 54TH PL,120010018034000
3234 NW 29TH TER,120010012022011
3805 SW 4TH PLACE,120010016042023
2827 11TH TERRACE,120010004004014
516 NORTHEAST 4 STREET,120010005005020
387 491 NE 16TH AVE,120010005003005
5200 W NEWBERRY RD,120010016031020
1740 NW 3RD PLACE APT 17,120010010003003
726 NW 31 PLACE,120010003023021
1324 NW 11TH RD,120010010001024
527 NE 12TH ST,120010005004002
505 SOUTHEAST 20 STREET,120010006003018
113 NW 3RD AVE,120010005001020
1850 SW 16TH ST,120010008091004
2916 NE 16TH TERRACE,120010004001014
5512 NE 28TH CT,120010019022034
114 NE WALDO RD,120010005004030
"3921 SW 34TH ST
GAINESVILLE FL 32608
UNITED STATES",120010015172000
CORNER OF NW 34 STREET AND 31 AVENUE,NA
3941 SW 5TH PLACE,120010016042024
413 S MAIN ST,120010005001081
1125 SE 7TH AVE,120010007002000
1214 SW 1ST AVE,120010002005000
1344 NE 28TH AVE,120010004004021
3908 SW 1ST AVENUE,120010016042002
200 E UNIVERSITY AVE,120010005001023
SW 16 ST AND SW 13 ST,120010008091007
2046 NORTHWEST 14TH AVENUE,120010010001005
2930 SOUTHWEST 23RD TERRACE,120010010002033
NW 44TH PL,NA
500 604 SOUTHWEST 43RD TERRACE,120010016041000
220 NW 15TH TER,120010010003012
9401 9431 SW 122ND ST,NA
3819 NW 10TH PL,120010017021025
2128 NW 28TH STREET,120010011004013
2223 NW 1ST AVE,120010010004033
815 NW 12TH AVE,120010003012039
6 NW 32ND ST,120010010002001
49 99 NORTHWEST 3 STREET,NA
715 SOUTHEAST 8TH STREET,120010007002006
2445 SW 13TH ST,120010008082010
502 NE 9TH ST,120010005004007
1841 NW 23RD TER,120010011004025
201 SE 1ST ST,120010005001084
MILL RUN SW 20TH AVE,NA
301 317 NE 3RD AVE,120010005005035
1126 NW 16TH AVE,120010003011025
100 N MAIN ST,120010005001021
6500 40TH TERRACE,120010022201019
NW 6TH STREET,NA
725 NE 10TH AVE,120010005003031
3400 3440 SW 39TH BLVD,NA
217 NE 16TH AVE,120010005003005
1103 NE 5TH AVE,120010005004018
114 SW 24TH ST,120010010002022
1327 NW 7TH AVE GAINESVILLE FL 32603,120010010004014
527 NE 12TH ST,120010005004002
NE 15TH STREET,NA
2003 NE 9TH TERRACE,120010004003014
413 NW 7TH AVE,120010002001006
4926 NW 13TH AVE,120010017022016
910 NE 26TH TERRACE,120010006001020
1930 NORTHWEST 35TH STREET,120010011002025
606 SOUTHWEST 3RD STREET,120010002002021
4806 NW 73RD AVE,120010018131012
1639 NW 11TH RD,120010010001018
5716 NW 34TH STREET,120010018034000
293 299 NW 3 ST,120010002001022
4900 NW 13TH AVENUE,120010017022015
58 198 SE DEPOT AVE,120010005001108
4322 NORTHWEST 20TH TERRACE,120010012031007
1801 1821 NORTHWEST 31ST TERRACE,120010011004010
3841 SW 28TH,120010015171000
900 998 NE 4TH TERRACE,120010005003040
920 NW 1ST ST,120010003012055
3218 3232 SW 23RD TERRACE,120010015142001
3001 SW ARCHER ROAD GAINESVILLE FLORIDA,120010015151013
600 698 NE 5TH ST,120010005005009
1245SW 11TH AVE,120010008061010
2711 NW 29TH PLACE,120010011004001
"1611 1689 NE WALDO RD
GAINESVILLE FL 32609
UNITED STATES",120010019022071
NW 3RD AND NW 6TH,NA
1705 NW 12TH RD,120010010001033
675 699 SW 2ND AVE,120010002002005
824 NORTHEAST 3RD AVENUE,120010005004024
1126 NW 8TH ST,120010003012039
837 NE 4TH AVE,120010005004024
1320 NW 21 AVE,120010011003028
1020 NW 15TH ST,120010010001026
1040 NORTHEAST 11TH AVENUE,120010005002019
702 NORTHWEST 31ST AVENUE,120010003023034
680 WINDMEADOWS BLVD,NA
700 NORTHWEST 14TH AVENUE,120010003012015
2601 NW 23RD BLVD,120010012032000
2584 2634 NORTHWEST 62ND AVENUE,120010018033010
505 SW 27TH ST,120010010002026
101 NE 16TH AVE,120010003012000
4201 NW 14TH PLACE,120010017021012
2337 SW ARCHER RD,120010015142000
6502 NW 26TH TERRACE,120010018033010
3115 SW 26TH TER,120010015153000
2839 NW 43RD AVE,120010012021019
PLAZA BLVD,NA
325 NW 36 DRIVE,120010016031009
3955 SW 21 DRIVE,120010012025017
527 535 NE 12TH ST,120010005004002
"3000 SW 35TH PL
GAINESVILLE FL 32608
UNITED STATES",120010015153000
101 NW 28TH TER GAINEVILLE FL,120010010002002
3525 NORTHWEST 31ST STREET,120010012022011
532 NE 4 AVE,120010005005026
550 SW 3RD AVE,120010002002004
3125 FLORIDA 121,120010015151011
606 SE 12TH ST,120010007001029
6125 NW 18TH DRIVE,120010019082015
SW 16TH AVENUE AND SW 16TH STREET,120010008091012
536 NW 31ST AVENUE,120010003021008
1927 NW 31ST PLACE,120010012031051
4053 NW 13TH ST,120010017021030
3642 NORTHWEST 46TH PLACE,120010012011004
453 505 NW 37 PL,120010003021006
6419 W NEWBERRY RD,120010022023021
1616 NW 31ST PL,120010012031038
NW 41ST PLANCE AND NW,NA
930 E UNIVERSITY AVE,120010005004028
501 599 NE 2ND ST,120010005005021
4612 NW 12TH PL,120010017022017
1209 SW 25TH PL,120010008083001
2812 NW 44TH PL,120010012021001
521 NW 6TH PL GAINESVILLE 32601 UNITED STATES,120010002001006
510 NW 29 AVE,120010003021019
6111 W NEWBERRY RD SUITE B,NA
1122 NW 31ST AVE,120010003023016
N MAIN ST AT NE 8TH AVE,120010003012061
"4181 SW 24TH AVE
GAINESVILLE FL 32607
UNITED STATES",120010015213000
405 NE 10TH AVE,120010005003040
500 598 NW 18TH TER,120010010004022
SE 11TH ST AND SE 2ND AV,120010007001004
1950 NW 33RD AVE,120010012031046
525 SE 4TH AVE,120010005001078
2801 NW 13TH ST,120010003023029
407 NE 23RD AVE,120010004003007
6326 NW 40TH TER,120010018034011
NW 31ST AVENUE  GLEN SPRINGS ROAD ,NA
9 99 NE 11TH ST,NA
2038 NW 3RD AVE,120010010004036
1215 SE 19TH TERRACE,120010007003048
10 SW 75TH WAY,NA
1001 1007 NE 3RD ST,120010005003041
618 SW 6TH ST,120010002002031
GAINESVILLE,NA
2206 NORTHWEST 5TH PLACE,120010010004032
3741 SW 17TH PLACE,120010015201010
3759 NW 26TH STREET,120010012022008
1204 NW 18 AVE,120010003011025
200 E UNIVERSITY AVE GAINESVILLE FL,120010005001052
6017 NW 26TH TERRACE,120010018033016
4305 4317 SOUTHWEST 7TH AVENUE,120010016041000
600 SOUTHWEST 6TH STREET,120010002002031
201 W UNIVERSITY AVE,120010005001062
2510 NE 9TH ST,120010004004018
4023 SW 28TH TERR,120010015171000
400 NW 32ND ST,120010010002001
1512 NW 6TH AVENUE,120010010004012
