Address,Census Code,Geo ID,Tract,Population,Median Income,Per Capita,Under Poverty,Employed
824-830 NW 6TH AVE,120010002003005,12001000200,000200,6671,7174,282,11678,6534
1017 NORTHEAST 8TH AVENUE,120010005004003,12001000500,000500,5171,24516,872,30253,4560
1156 NORTHWEST 18TH TERRACE,120010010001034,12001001000,001000,5596,16646,783,37463,5223
167 NORTHEAST 10TH AVENUE,120010003012024,12001000301,000301,4355,20845,615,19201,3871
12 SE 1ST ST,120010005001048,12001000500,000500,5171,24516,872,30253,4560
236 NW 2ND AVE,120010002001022,12001000200,000200,6671,7174,282,11678,6534
1043 NE 23 AVE,120010004003000,12001000400,000400,6655,23015,1246,18756,4711
415 SE 15 STREET,120010007003005,12001000700,000700,6395,19240,1305,19984,5284
2645 NW 50TH PLACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
NE 16TH AVE AND N MAIN ST,120010003011002,12001000301,000301,4355,20845,615,19201,3871
1600 SW ARCHER ROAD,120010009021006,12001000902,000902,6733,2646,14,2155,6733
1126 1126 NW 16TH AVE GAINESVILLE 32601 UNITED STATES,120010003011025,12001000301,000301,4355,20845,615,19201,3871
301 SOUTHWEST 3 AVENUE,120010002002008,12001000200,000200,6671,7174,282,11678,6534
NW 15TH AVENUE & NW 10TH STREET GAINESVILLE,NA,NA,NA,NA,NA,NA,NA,NA
2306 NE WALDO RD,120010004001010,12001000400,000400,6655,23015,1246,18756,4711
1400-1500 NE 2ND ST,120010003012000,12001000301,000301,4355,20845,615,19201,3871
1236 NW 30 AVE,120010003023024,12001000302,000302,2343,24292,414,25223,1967
1131 NORTHWEST 51 TERRACE,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
1604 NW 8TH AVE,120010010001030,12001001000,001000,5596,16646,783,37463,5223
2-198 SW 7 ST,120010002004017,12001000200,000200,6671,7174,282,11678,6534
4048 NW 12TH AVE,120010017021030,12001001702,001702,5622,38289,1352,40794,4560
733 SW 2ND TERRACE,120010002002024,12001000200,000200,6671,7174,282,11678,6534
1100 NORTHEAST 5TH AVENUE,120010005004000,12001000500,000500,5171,24516,872,30253,4560
CASABLANCA EAST APARTMENTS,NA,NA,NA,NA,NA,NA,NA,NA
1001-1215 NW 2ND ST,120010003012022,12001000301,000301,4355,20845,615,19201,3871
1410 SOUTHWEST 25TH PLACE,120010008091023,12001000809,000809,1231,24085,125,24212,1159
204 NORTHEAST WALDO ROAD,120010005004030,12001000500,000500,5171,24516,872,30253,4560
323 NW 6TH ST,120010002001006,12001000200,000200,6671,7174,282,11678,6534
1000 NE 16TH AVE,120010004003009,12001000400,000400,6655,23015,1246,18756,4711
517 NE 4TH ST,120010005005019,12001000500,000500,5171,24516,872,30253,4560
2918 NE 10TH STREET,120010004004010,12001000400,000400,6655,23015,1246,18756,4711
NE 9TH ST AND NE 8TH AVE,120010005002038,12001000500,000500,5171,24516,872,30253,4560
207 NW 35TH TERRACE,120010016031026,12001001603,001603,1467,17042,213,24036,1311
412 NORTHWEST 7TH AVENUE,120010002001002,12001000200,000200,6671,7174,282,11678,6534
6518 NW 26TH TERRACE,120010018033010,12001001803,001803,5457,28901,1280,30587,4622
1031  NE 7TH ST,120010005003019,12001000500,000500,5171,24516,872,30253,4560
6200-6398 NW 23RD ST,120010018033015,12001001803,001803,5457,28901,1280,30587,4622
220 SE 21ST STREET,120010006003056,12001000600,000600,5195,20582,987,13268,3835
2321 SW 31 PL,120010015153000,12001001515,001515,5207,16140,378,14940,4993
1101-1105 NE 9 AVE,120010005002035,12001000500,000500,5171,24516,872,30253,4560
2202 NORTHWEST 2ND AVENUE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
4121 NW 15TH PL,120010017021012,12001001702,001702,5622,38289,1352,40794,4560
504 NE 7TH ST,120010005005015,12001000500,000500,5171,24516,872,30253,4560
1237 SW 2ND AVENUE,120010002005002,12001000200,000200,6671,7174,282,11678,6534
518 NW 1ST ST,120010005001011,12001000500,000500,5171,24516,872,30253,4560
1701-1709 NW 10TH AVE,120010010001029,12001001000,001000,5596,16646,783,37463,5223
407 SOUTHWEST 5TH AVENUE,120010002002020,12001000200,000200,6671,7174,282,11678,6534
1503 NW 4TH ST,120010003012003,12001000301,000301,4355,20845,615,19201,3871
1937 NE 8TH AVE,120010006003021,12001000600,000600,5195,20582,987,13268,3835
NW 52ND PLACE3,NA,NA,NA,NA,NA,NA,NA,NA
614 SE 2ND PL,120010005001041,12001000500,000500,5171,24516,872,30253,4560
301-311 NW 13TH ST,120010002005003,12001000200,000200,6671,7174,282,11678,6534
305 NE 6TH AVENUE,120010005005020,12001000500,000500,5171,24516,872,30253,4560
114 SOUTHWEST 24TH STREET,120010010002022,12001001000,001000,5596,16646,783,37463,5223
1604 NW 6 AVE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
2900 SW 2ND CT GAINESVILLE,120010008081003,12001000808,000808,3305,19755,460,19644,2930
1475-1487 NORTHEAST 8TH AVENUE,120010005004000,12001000500,000500,5171,24516,872,30253,4560
401 NE 2ND ST,120010005005022,12001000500,000500,5171,24516,872,30253,4560
500-698 NW 19TH ST,120010010004026,12001001000,001000,5596,16646,783,37463,5223
608 NW 24TH AVE,120010003023043,12001000302,000302,2343,24292,414,25223,1967
1231-1279 NORTHEAST 9TH STREET,120010005002014,12001000500,000500,5171,24516,872,30253,4560
2316 52ND PL,120010012025007,12001001202,001202,7309,33838,1572,39611,6253
195 N,NA,NA,NA,NA,NA,NA,NA,NA
500 NW 43RD ST,120010006003007,12001000600,000600,5195,20582,987,13268,3835
807 NW 3RD AVE,120010002004002,12001000200,000200,6671,7174,282,11678,6534
CLEAR LAKE,NA,NA,NA,NA,NA,NA,NA,NA
3706 SW 3 PL,120010016042020,12001001604,001604,8129,18544,918,20622,7700
3700 WINDMEADOWS BOULEVARD,120010015213000,12001001521,001521,4229,17670,527,16308,3882
404 S MAIN ST,120010005001089,12001000500,000500,5171,24516,872,30253,4560
920 NW 4TH ST,120010003012050,12001000301,000301,4355,20845,615,19201,3871
435 S MAIN ST,120010005001088,12001000500,000500,5171,24516,872,30253,4560
1001-1099 NW 17TH ST,120010010001018,12001001000,001000,5596,16646,783,37463,5223
SW 13TH ST,NA,NA,NA,NA,NA,NA,NA,NA
399 NE 9 AVE,120010005003052,12001000500,000500,5171,24516,872,30253,4560
1003 SW 6TH AVE,120010002006010,12001000200,000200,6671,7174,282,11678,6534
2039 NORTHWEST 3RD AVENUE,120010010004042,12001001000,001000,5596,16646,783,37463,5223
521 NORTHWEST 23RD AVENUE,120010003011005,12001000301,000301,4355,20845,615,19201,3871
709 NW 22ND ST,120010010004026,12001001000,001000,5596,16646,783,37463,5223
SANDWICH INN,NA,NA,NA,NA,NA,NA,NA,NA
216 NE 3RD AVE,120010005005033,12001000500,000500,5171,24516,872,30253,4560
1126 NORTHWEST 16TH AVENUE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
699 NW 4TH ST,120010002001007,12001000200,000200,6671,7174,282,11678,6534
200 NE 9TH ST,120010005004025,12001000500,000500,5171,24516,872,30253,4560
24 S MAIN ST,120010005001060,12001000500,000500,5171,24516,872,30253,4560
710-798 NORTHWEST 16TH AVENUE,120010003011036,12001000301,000301,4355,20845,615,19201,3871
111 SOUTHEAST 1ST AVENUE,120010005001057,12001000500,000500,5171,24516,872,30253,4560
12 SE 1ST ST,120010005001048,12001000500,000500,5171,24516,872,30253,4560
1424 NE 15TH ST,120010005002002,12001000500,000500,5171,24516,872,30253,4560
800-898 NE 9TH ST,120010005003033,12001000500,000500,5171,24516,872,30253,4560
1124 SE 4 ST,120010007002050,12001000700,000700,6395,19240,1305,19984,5284
410 NE 11TH ST,120010005004019,12001000500,000500,5171,24516,872,30253,4560
1401 NE 2ND ST,120010005003005,12001000500,000500,5171,24516,872,30253,4560
402 NORTHWEST 8TH AVENUE,120010003012054,12001000301,000301,4355,20845,615,19201,3871
1422 NW 7TH ROAD,120010010004001,12001001000,001000,5596,16646,783,37463,5223
SW 39TH WAY & SW 20TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
100 N MAIN ST,120010005001021,12001000500,000500,5171,24516,872,30253,4560
2091 SOUTHWEST 23RD TERRACE,120010015142000,12001001514,001514,1561,22958,158,26330,1481
8620 NW 13TH ST LOT  318,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
818 NW 21ST TERRACE,120010010001035,12001001000,001000,5596,16646,783,37463,5223
1710 NW 42ND AVE,120010012031012,12001001203,001203,3542,33315,673,28551,2975
1639 NW 11TH RD,120010010001018,12001001000,001000,5596,16646,783,37463,5223
1620 SW 42ND ST,120010015201005,12001001520,001520,2281,11997,151,10068,2238
555 NW 31ST AVENUE,120010003021006,12001000302,000302,2343,24292,414,25223,1967
547 NE 4TH AVE,120010005005029,12001000500,000500,5171,24516,872,30253,4560
430 SW 3RD AVE,120010002002012,12001000200,000200,6671,7174,282,11678,6534
2222 SE 11 AVE,120010007003008,12001000700,000700,6395,19240,1305,19984,5284
2220 SW 39TH WAY,120010015211000,12001001521,001521,4229,17670,527,16308,3882
7022,NA,NA,NA,NA,NA,NA,NA,NA
1601–2577 NW 18TH TER,120010022041000,12001002204,002204,11308,41581,2960,39366,8593
2814 SOUTHWEST 34TH STREET,120010015213035,12001001521,001521,4229,17670,527,16308,3882
2103 NE 3RD PL,120010006003055,12001000600,000600,5195,20582,987,13268,3835
413 NW 35TH STREET,120010016031021,12001001603,001603,1467,17042,213,24036,1311
2911 NW 39TH PL,120010012021010,12001001202,001202,7309,33838,1572,39611,6253
1299 NW 39TH AVE,120010003023000,12001000302,000302,2343,24292,414,25223,1967
415 NW 32ND ST,120010010002010,12001001000,001000,5596,16646,783,37463,5223
2102  NE 17 TERRACE,120010004002003,12001000400,000400,6655,23015,1246,18756,4711
2012 NW 21ST ST,120010011003008,12001001100,001100,7143,40000,1752,39743,5676
2203 NW 9TH PL,120010010005019,12001001000,001000,5596,16646,783,37463,5223
4001-4199 NW 48TH PL,120010012011012,12001001201,001201,3421,32714,964,32910,2912
1050 NE 7TH STREET,120010005003018,12001000500,000500,5171,24516,872,30253,4560
2207 NW 10TH ST,120010003011008,12001000301,000301,4355,20845,615,19201,3871
1001 WALDO ROAD GREENWAY-DEPOT AVENUE RAIL-TRAIL,120010006001040,12001000600,000600,5195,20582,987,13268,3835
2635 SW 35TH PLACE,120010015162000,12001001516,001516,2134,14117,217,14493,1988
200 E UNIVERSITY AVE,120010005001023,12001000500,000500,5171,24516,872,30253,4560
7600 48 WAY,NA,NA,NA,NA,NA,NA,NA,NA
NW 34TH ST AND 31SR BLVD,NA,NA,NA,NA,NA,NA,NA,NA
400 NE 13 AVE,120010005003005,12001000500,000500,5171,24516,872,30253,4560
215 SE 2ND AVE,120010005001044,12001000500,000500,5171,24516,872,30253,4560
NE 10TH AVE & N MAIN ST,NA,NA,NA,NA,NA,NA,NA,NA
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
422 NW 3RD AVE GAINESVILLE 32601 UNITED STATES,120010002001019,12001000200,000200,6671,7174,282,11678,6534
1564 NORTHWEST 7TH PLACE,120010010004003,12001001000,001000,5596,16646,783,37463,5223
711 SOUTHEAST 10 AVENUE,120010007002019,12001000700,000700,6395,19240,1305,19984,5284
14 NE 8TH AVE,120010003012061,12001000301,000301,4355,20845,615,19201,3871
2220 SW 39 WAY,120010015211000,12001001521,001521,4229,17670,527,16308,3882
901-999 NE 5 TERRACE,120010005003038,12001000500,000500,5171,24516,872,30253,4560
1125-1347 NORTHWEST 22ND STREET,120010010001010,12001001000,001000,5596,16646,783,37463,5223
6608 NW 40TH DR,120010018034007,12001001803,001803,5457,28901,1280,30587,4622
1186-1298 SW 11TH AVE,120010008061008,12001000806,000806,2414,17448,263,19195,2268
1201-1499 NE 19TH PL,120010004002026,12001000400,000400,6655,23015,1246,18756,4711
3  NW  24  TH ST,120010010002001,12001001000,001000,5596,16646,783,37463,5223
3212 NW 14TH ST,120010012031033,12001001203,001203,3542,33315,673,28551,2975
5129-5299 NORTHEAST 15TH STREET,120010019021004,12001001902,001902,3192,13594,360,13393,3006
813 SE 2ND AVE,120010005001070,12001000500,000500,5171,24516,872,30253,4560
1036-1098 NORTHEAST 1ST AVENUE,120010005004029,12001000500,000500,5171,24516,872,30253,4560
300-398 NE 2ND ST,120010005001016,12001000500,000500,5171,24516,872,30253,4560
900 NW 4TH AVE,120010002003022,12001000200,000200,6671,7174,282,11678,6534
104 NW 14 ST,120010010003022,12001001000,001000,5596,16646,783,37463,5223
1026 NW 14TH AVE,120010003012013,12001000301,000301,4355,20845,615,19201,3871
926-928 NE STATE RD 24,120010005003047,12001000500,000500,5171,24516,872,30253,4560
5110 NW 34TH BLVD,120010017011008,12001001701,001701,5495,24614,1173,29613,4703
1202 SW 1 AVE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
211 SE DEPOT AVE,120010005001111,12001000500,000500,5171,24516,872,30253,4560
NW 5TH AVENUE AND NW 9TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
1100 NORTHWEST 8TH STREET,120010003012039,12001000301,000301,4355,20845,615,19201,3871
824 NW 40TH DR,120010017021031,12001001702,001702,5622,38289,1352,40794,4560
#   9   NW  24  TH  STREET,120010010002001,12001001000,001000,5596,16646,783,37463,5223
222 NW 1ST AVE,120010005001053,12001000500,000500,5171,24516,872,30253,4560
10 SOUTHWEST 1 AVENUE,120010005001060,12001000500,000500,5171,24516,872,30253,4560
NW 8TH AVE & NW 40TH DR,NA,NA,NA,NA,NA,NA,NA,NA
827 NW 15TH AVE,120010003012014,12001000301,000301,4355,20845,615,19201,3871
700-798 SE 2ND PL,120010005001070,12001000500,000500,5171,24516,872,30253,4560
1121 NE 11TH STREET/12TH AVENUE,120010005002018,12001000500,000500,5171,24516,872,30253,4560
4401 NW 20TH DR,120010012031007,12001001203,001203,3542,33315,673,28551,2975
2204 NW 5TH PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
112 SW 1ST AVE,120010005001061,12001000500,000500,5171,24516,872,30253,4560
317 SW 23RD TERRACE,120010010002032,12001001000,001000,5596,16646,783,37463,5223
3906 NORTHWEST 19TH STREET,120010012031022,12001001203,001203,3542,33315,673,28551,2975
1–99 SE 1ST AVE,NA,NA,NA,NA,NA,NA,NA,NA
2004 NW 37TH BLVD,120010011002015,12001001100,001100,7143,40000,1752,39743,5676
400 NE 16TH AVE,120010004003006,12001000400,000400,6655,23015,1246,18756,4711
3759 NW 26TH STREET,120010012022008,12001001202,001202,7309,33838,1572,39611,6253
704 NW 31 PLACE,120010003023021,12001000302,000302,2343,24292,414,25223,1967
1674 NORTHWEST 34TH STREET,120010011002021,12001001100,001100,7143,40000,1752,39743,5676
4302 SR-222 W,NA,NA,NA,NA,NA,NA,NA,NA
2337 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
1203 SW 1 AVE,120010002005001,12001000200,000200,6671,7174,282,11678,6534
102 SE 1ST AVE,120010005001047,12001000500,000500,5171,24516,872,30253,4560
3940 SR-24 W,NA,NA,NA,NA,NA,NA,NA,NA
2–98 NW 1ST ST,NA,NA,NA,NA,NA,NA,NA,NA
4322 NW 20TH TERR,120010012031007,12001001203,001203,3542,33315,673,28551,2975
409 NW 7TH AVE,120010002001006,12001000200,000200,6671,7174,282,11678,6534
2207 NW 4TH PL,120010010004032,12001001000,001000,5596,16646,783,37463,5223
430 NORTHWEST 5TH AVENUE,120010002001006,12001000200,000200,6671,7174,282,11678,6534
1005 NW 39TH AVE,120010003023000,12001000302,000302,2343,24292,414,25223,1967
4007 SW 22ND ROAD,120010015211000,12001001521,001521,4229,17670,527,16308,3882
3600-3654 NW 8TH AVE GAINESVILLE,120010017021038,12001001702,001702,5622,38289,1352,40794,4560
7406 NW 21ST WAY,120010019082015,12001001908,001908,4649,25531,1028,22191,3668
1944 SOUTHEAST 2ND AVENUE,120010006003045,12001000600,000600,5195,20582,987,13268,3835
4039 NW 16TH BLVD,120010017021000,12001001702,001702,5622,38289,1352,40794,4560
2105 NW 3RD PLACE,120010010004044,12001001000,001000,5596,16646,783,37463,5223
702 NE 5TH ST,120010005005003,12001000500,000500,5171,24516,872,30253,4560
600-614 NE 10TH AVE,120010005003028,12001000500,000500,5171,24516,872,30253,4560
610 NW 34TH AVE,120010003023010,12001000302,000302,2343,24292,414,25223,1967
120 SW 25TH ST,120010010002021,12001001000,001000,5596,16646,783,37463,5223
2521 NW 28TH PLACE,120010011004000,12001001100,001100,7143,40000,1752,39743,5676
704 NW 31 PLACE,120010003023021,12001000302,000302,2343,24292,414,25223,1967
1022 NW 3RD AVE GAINESVILLE 32601 UNITED STATES,120010002003020,12001000200,000200,6671,7174,282,11678,6534
1300 NW 49TH TERRACE,120010017022016,12001001702,001702,5622,38289,1352,40794,4560
4700 SW 34 TERRACE,120010012011000,12001001201,001201,3421,32714,964,32910,2912
"3515 SW 39TH BLVD
GAINESVILLE FL 32608
UNITED STATES",120010015191006,12001001519,001519,2877,10892,225,12055,2801
3055 NE 28TH AVE,120010007004026,12001000700,000700,6395,19240,1305,19984,5284
5232 NW 19TH ST,120010012025000,12001001202,001202,7309,33838,1572,39611,6253
N MAIN ST AND NE 12TH AVE,120010003012022,12001000301,000301,4355,20845,615,19201,3871
4720 NW 39 ST,120010012011012,12001001201,001201,3421,32714,964,32910,2912
1210-1236 SW 4TH AVE,120010002005003,12001000200,000200,6671,7174,282,11678,6534
399 NE STATE RD 24,120010005005029,12001000500,000500,5171,24516,872,30253,4560
503-511 NE 15TH ST,120010006002014,12001000600,000600,5195,20582,987,13268,3835
804 SOUTHWEST 2ND AVENUE,120010002004016,12001000200,000200,6671,7174,282,11678,6534
1631 NW 5TH AVE,120010010003002,12001001000,001000,5596,16646,783,37463,5223
747 SOUTHWEST 2ND AVENUE,120010002002005,12001000200,000200,6671,7174,282,11678,6534
303 SE 21ST ST,120010006003038,12001000600,000600,5195,20582,987,13268,3835
3930 NW 33RD PL,120010011001012,12001001100,001100,7143,40000,1752,39743,5676
2601 NW 23RD BLVD,120010012032000,12001001203,001203,3542,33315,673,28551,2975
700 SW 34TH ST,120010016043007,12001001604,001604,8129,18544,918,20622,7700
508 NW 2ND AVE,120010002001023,12001000200,000200,6671,7174,282,11678,6534
2700 SW 13TH ST,120010008091025,12001000809,000809,1231,24085,125,24212,1159
2121 NORTHWEST 40TH TERRACE,120010017021002,12001001702,001702,5622,38289,1352,40794,4560
2700 NW 42ND PLACE,120010012021017,12001001202,001202,7309,33838,1572,39611,6253
4322 NW 20 TERR,120010012031007,12001001203,001203,3542,33315,673,28551,2975
NE 7TH TERRACE AND NE 9TH AVE,120010005003030,12001000500,000500,5171,24516,872,30253,4560
2263-2289 NORTHEAST 39TH AVENUE,120010004001000,12001000400,000400,6655,23015,1246,18756,4711
3845 NORTHWEST 14TH PLACE,120010017021027,12001001702,001702,5622,38289,1352,40794,4560
409 NW 7TH AVE,120010002001006,12001000200,000200,6671,7174,282,11678,6534
1526 NW 7TH AVE,120010010004011,12001001000,001000,5596,16646,783,37463,5223
714 NORTHEAST 25TH STREET,120010006003017,12001000600,000600,5195,20582,987,13268,3835
429 NORTHWEST 14TH STREET,120010010003000,12001001000,001000,5596,16646,783,37463,5223
1000 W UNIVERSITY AVE,120010002004015,12001000200,000200,6671,7174,282,11678,6534
2200 NE 3RD AVE,120010006003033,12001000600,000600,5195,20582,987,13268,3835
4406 BLACK FOREST WAY,120010012021015,12001001202,001202,7309,33838,1572,39611,6253
NE CORNER 7ST AND UNIVERSITY AVE,120010005001060,12001000500,000500,5171,24516,872,30253,4560
530 NE 8TH AVE,120010005003037,12001000500,000500,5171,24516,872,30253,4560
100 SW 2ND AVE,120010005001094,12001000500,000500,5171,24516,872,30253,4560
2138 NW 29TH PL,120010011003003,12001001100,001100,7143,40000,1752,39743,5676
911 NW 40 AVE,120010003022020,12001000302,000302,2343,24292,414,25223,1967
200 NE 16TH AVE,120010004003018,12001000400,000400,6655,23015,1246,18756,4711
936 NE 7TH PL,120010005004004,12001000500,000500,5171,24516,872,30253,4560
1102 NORTHEAST 5TH AVENUE,120010005004000,12001000500,000500,5171,24516,872,30253,4560
1900-1998 18TH PL,120010004002022,12001000400,000400,6655,23015,1246,18756,4711
5830 NW 34TH BLVD,120010018034001,12001001803,001803,5457,28901,1280,30587,4622
1105 NW 40TH DR,120010017021032,12001001702,001702,5622,38289,1352,40794,4560
1514 NE 14 TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
103 NORTHEAST 11TH STREET,120010005004030,12001000500,000500,5171,24516,872,30253,4560
NE BOULEVARD NEAR NE 5TH TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
1404 NORTHEAST 31ST AVENUE,120010004004000,12001000400,000400,6655,23015,1246,18756,4711
320  NW  24  TH  ST  32607,120010010002001,12001001000,001000,5596,16646,783,37463,5223
3505 NW 17TH ST,120010012031038,12001001203,001203,3542,33315,673,28551,2975
934 SW 9TH ST,120010008061006,12001000806,000806,2414,17448,263,19195,2268
316 NORTHEAST 14TH STREET,120010006002007,12001000600,000600,5195,20582,987,13268,3835
800-888 SE 5TH ST,120010007002076,12001000700,000700,6395,19240,1305,19984,5284
1212 SOUTHWEST 1 AVENUE,120010002005000,12001000200,000200,6671,7174,282,11678,6534
201 SE DEPOT AVE,120010005001111,12001000500,000500,5171,24516,872,30253,4560
212 NW 21ST ST,120010010004044,12001001000,001000,5596,16646,783,37463,5223
2509 NW 54TH BLVD,120010012023004,12001001202,001202,7309,33838,1572,39611,6253
526 SW DEPOT AVE,120010002002042,12001000200,000200,6671,7174,282,11678,6534
2011 NW 13TH ST,120010008082003,12001000808,000808,3305,19755,460,19644,2930
